Name(???),Commodities,Pesticides,MRL(mg/kg)
??,Soy bean,Monocrotophos,0.05
??,Soy bean,Benomyl,0.2
??,Soy bean,Benzovindiflupyr,0.07
??,Soy bean,Bentazone,0.05
??,Soy bean,Benfuracarb,0.2
??,Soy bean,Bitertanol,0.2
??,Soy bean,Bifenox,0.05
??,Soy bean,Bifenthrin,0.5
??,Soy bean,Cypermethrin,0.05
??,Soy bean,Cyproconazole,0.05
??,Soy bean,Cyfluthrin,0.5
??,Soy bean,Cyhalothrin,0.05
??,Soy bean,Saflufenacil,0.05
??,Soy bean,Sulfoxaflor,0.2
??,Soy bean,Sethoxydim,0.05
??,Soy bean,Spirotetramat,4
??,Soy bean,Acetamiprid,1
??,Soy bean,Acetochlor,0.03
??,Soy bean,Acephate,0.05
??,Soy bean,Isoxaflutole,0.02
??,Soy bean,Azoxystrobin,0.5
??,Soy bean,Azinphos-methyl,0.2
??,Soy bean,Aldicarb,0.02
??,Soy bean,Alachlor,0.2
??,Soy bean,Ethalfluralin,0.05
??,Soy bean,Etofenprox,0.2
??,Soy bean,Ethoprophos(Ethoprop),0.02
??,Soy bean,Ethiofencarb,1
??,Soy bean,Ethylene dibromide : EDB,0.001
??,Soy bean,Oxadixyl,0.1
??,Soy bean,Oxamyl,0.1
??,Soy bean,Oxolinic acid,0.05
??,Soy bean,Oxyfluorfen,0.05
??,Soy bean,Imazapyr,3
??,Soy bean,Imazapic,0.3
??,Soy bean,Imidacloprid,0.05
??,Soy bean,"2,4-D",0.01
??,Soy bean,Indoxacarb,0.2
??,Soy bean,Zineb,0.05
??,Soy bean,Ziram,0.05
??,Soy bean,Carbaryl : NAC,1
??,Soy bean,Carbendazim,0.2
??,Soy bean,Carbosulfan,0.2
??,Soy bean,Carbofuran,0.2
??,Soy bean,Carboxin,0.2
??,Soy bean,Captan,2
??,Soy bean,Quizalofop-ethyl,0.05
??,Soy bean,Clethodim,10
??,Soy bean,Chlorantraniliprole,0.05
??,Soy bean,Chlorpropham,0.2
??,Soy bean,Chlorfluazuron,0.1
??,Soy bean,Clomazone,0.05
??,Soy bean,Clothianidin,0.1
??,Soy bean,Tetraconazole,0.2
??,Soy bean,Tralomethrin,0.1
??,Soy bean,Triazophos,0.05
??,Soy bean,Trichlorfon(DEP),0.05
??,Soy bean,Trifloxystrobin,0.04
??,Soy bean,Trifluralin,0.05
??,Soy bean,Triflumizole,0.05
??,Soy bean,Thiram,0.05
??,Soy bean,Thiamethoxam,1
??,Soy bean,Thiacloprid,0.05
??,Soy bean,Thiodicarb,0.2
??,Soy bean,Thiobencarb,0.2
??,Soy bean,Thiophanate-methyl,0.2
??,Soy bean,Parathion,0.05
??,Soy bean,Parathion-Methyl,0.1
??,Soy bean,Paraquat,0.1
??,Soy bean,Permethrin(Permetrin),0.05
??,Soy bean,Ferbam,0.05
??,Soy bean,Fenamiphos,0.05
??,Soy bean,Fenoxaprop-ethyl,0.05
??,Soy bean,Fenitrothion : MEP,0.1
??,Soy bean,Pendimethalin,0.2
??,Soy bean,Fenvalerate,0.05
??,Soy bean,Fenbutatin oxide,0.5
??,Soy bean,Fensulfothion,0.02
??,Soy bean,Fenthion : MPP,0.1
??,Soy bean,Phorate,0.05
??,Soy bean,Furathiocarb,0.2
??,Soy bean,Propaquizafop,0.05
??,Soy bean,Profenofos,0.05
??,Soy bean,Propiconazole,0.05
??,Soy bean,Flonicamid,0.05
??,Soy bean,Flubendiamide,0.1
??,Soy bean,Fluazifop-butyl,1
??,Soy bean,Flutolanil,0.2
??,Soy bean,Flufenacet,0.05
??,Soy bean,Fluxapyroxad,0.15
??,Soy bean,Pyraclostrobin,0.05
??,Soy bean,Pyrethrins,1
??,Soy bean,Haloxyfop,0.05
??,Soy bean,Hexaconazole,0.5
??,Soy bean,Heptachlor : heptachlor ? heptachlor epoxide? ??,0.02
???,Spices,Aluminium phosphide(Hydrogen phosphide),0.1
???,Spinach,Novaluron,5
???,Spinach,Dimethomorph,20
???,Spinach,Dimethoate,1
???,Spinach,Dicofol,1
???,Spinach,Dichlofluanid,15
???,Spinach,Lepimectin,0.05
???,Spinach,Myclobutanil,1
???,Spinach,Mandipropamid,25
???,Spinach,Malathion,0.5
???,Spinach,Maleic hydrazide,25
???,Spinach,Mevinphos,0.5
???,Spinach,Metalaxyl,5
???,Spinach,Methomyl,0.5
???,Spinach,Methoxychlor,14
???,Spinach,Metribuzin,0.5
???,Spinach,Bentazone,0.2
???,Spinach,Benthiavalicarb-isopropyl,1
???,Spinach,Bistrifluron,5
???,Spinach,Bifenthrin,7
???,Spinach,Cymoxanil,2
???,Spinach,Cymoxanil,2
???,Spinach,Cyazofamid,3
???,Spinach,Cypermethrin,2
???,Spinach,Cyfluthrin,0.1
???,Spinach,Cyhalothrin,0.5
???,Spinach,Sulfoxaflor,3
???,Spinach,Sethoxydim,10
???,Spinach,Spinetoram,0.5
???,Spinach,Ametoctradin,30
???,Spinach,Amisulbrom,3
???,Spinach,Abamectin,0.05
???,Spinach,Azoxystrobin,20
???,Spinach,Azinphos-methyl,0.5
???,Spinach,Emamectin benzoate,0.05
???,Spinach,Etofenprox,0.5
???,Spinach,Ethoprophos(Ethoprop),0.02
???,Spinach,Ethiofencarb,5
???,Spinach,Omethoate,0.01
???,Spinach,Oxadixyl,0.1
???,Spinach,Oxamyl,2
???,Spinach,"2,4-D",0.1
???,Spinach,Cadusafos,0.05
???,Spinach,Carbaryl : NAC,0.5
???,Spinach,Captan,5
???,Spinach,Chlorantraniliprole,5
???,Spinach,Chlorfenapyr,10
???,Spinach,Chlorpropham,0.2
???,Spinach,Chlorfluazuron,1
???,Spinach,Chlorpyrifos,0.05
???,Spinach,Terbufos,0.05
???,Spinach,Tebufenozide,1
???,Spinach,Tebupirimfos,0.01
???,Spinach,Trifluralin,0.05
???,Spinach,Thiodicarb,0.5
???,Spinach,Thiobencarb,0.2
???,Spinach,Parathion,0.3
???,Spinach,Parathion-Methyl,0.5
???,Spinach,Permethrin(Permetrin),2
???,Spinach,Pendimethalin,0.2
???,Spinach,Fenvalerate,0.5
???,Spinach,Fenbutatin oxide,2
???,Spinach,Phosphamidone,0.2
???,Spinach,Propamocarb,1
???,Spinach,Flonicamid,1
???,Spinach,Flubendiamide,10
???,Spinach,Fluazifop-butyl,6
???,Spinach,Pyrethrins,1
???,Spinach,Pyridaryl(Pyridalyl),5
???,Spinach,Pirimicarb,1
???,Spinach,Pirimiphos-methyl,5
??,Squash,Glufosinate(ammonium),0.05
??,Squash,Deltamethrin,0.05
??,Squash,Dinotefuran,2
??,Squash,DBEDC,3
??,Squash,Dicofol,1
??,Squash,Dichlofluanid,15
??,Squash,Difenoconazole,0.5
??,Squash,Lepimectin,0.05
??,Squash,Lufenuron,0.5
??,Squash,Myclobutanil,1
??,Squash,Malathion,0.5
??,Squash,Maleic hydrazide,25
??,Squash,Metalaxyl,0.2
??,Squash,Methomyl,0.2
??,Squash,Methoxychlor,14
??,Squash,Methoxyfenozide,0.3
??,Squash,Metrafenone,1
??,Squash,Metribuzin,0.5
??,Squash,Meptyldinocap,0.1
??,Squash,Benomyl,0.5
??,Squash,Bentazone,0.2
??,Squash,Benfuracarb,0.5
??,Squash,Boscalid,2
??,Squash,Buprofezin,0.5
??,Squash,Bistrifluron,0.1
??,Squash,Bitertanol,0.5
??,Squash,Bifenthrin,0.2
??,Squash,Cyantraniliprole,0.3
??,Squash,Cypermethrin,5
??,Squash,Cyfluthrin,2
??,Squash,Cyhalothrin,0.5
??,Squash,Sulfoxaflor,0.2
??,Squash,Sethoxydim,10
??,Squash,Spinetoram,0.2
??,Squash,Spinosad,0.1
??,Squash,Hydrogen cyanide,5
??,Squash,Abamectin,0.01
??,Squash,Acetamiprid,0.5
??,Squash,Isopyrazam,1
??,Squash,Azoxystrobin,0.1
??,Squash,Azinphos-methyl,0.5
??,Squash,Emamectin benzoate,0.05
??,Squash,Ethephon,0.1
??,Squash,Ethiofencarb,5
??,Squash,Oxadixyl,0.1
??,Squash,Oxamyl,2
??,Squash,Imazalil,2
??,Squash,Imidacloprid,0.5
??,Squash,Carbaryl : NAC,1
??,Squash,Carbendazim,0.5
??,Squash,Carbosulfan,0.5
??,Squash,Carbofuran,0.5
??,Squash,Captan,5
??,Squash,Kresoxim-methyl,0.5
??,Squash,Chlorantraniliprole,0.7
??,Squash,Chlorpropham,0.05
??,Squash,Chlorpyrifos,0.3
??,Squash,Clomazone,0.1
??,Squash,Clothianidin,0.5
??,Squash,Tetradifon,1
??,Squash,Tetraconazole,0.2
??,Squash,Tralomethrin,0.05
??,Squash,Triadimefon,0.2
??,Squash,Triforine,0.3
??,Squash,Trifloxystrobin,0.2
??,Squash,Trifluralin,0.05
??,Squash,Triflumizole,1
??,Squash,Thiamethoxam,0.3
??,Squash,Thiodicarb,0.2
??,Squash,Thiobencarb,0.2
??,Squash,Thiophanate-methyl,0.5
??,Squash,Parathion,0.3
??,Squash,Parathion-Methyl,1
??,Squash,Permethrin(Permetrin),0.5
??,Squash,Pendimethalin,0.2
??,Squash,Fenvalerate,0.5
??,Squash,Fenbutatin oxide,2
??,Squash,Forchlorfenuron,0.05
??,Squash,Folpet,5
??,Squash,Furathiocarb,0.5
??,Squash,Flonicamid,3
??,Squash,Flusilazole,0.5
??,Squash,Fluopyram,0.3
??,Squash,Fluquinconazole,0.5
??,Squash,Flutianil,0.1
??,Squash,Fluxapyroxad,0.5
??,Squash,Pyraclostrobin,0.5
??,Squash,Pyridaben,0.5
??,Squash,Pirimicarb,2
??,Squash,Pyriofenone,0.5
??,Squash,Pyrifluquinazon,0.2
??,Squash,Pymetrozine,0.2
??,Squash,Hexaconazole,0.3
????,Stalk and stem vegetable,Dimethomorph,7
????,Stalk and stem vegetable,Diethofencarb,15
????,Stalk and stem vegetable,Diflubenzuron,3
????,Stalk and stem vegetable,Lufenuron,3
????,Stalk and stem vegetable,Metalaxyl,0.2
????,Stalk and stem vegetable,Boscalid,30
????,Stalk and stem vegetable,Bitertanol,10
????,Stalk and stem vegetable,Bifenthrin,0.07
????,Stalk and stem vegetable,Cyazofamid,2
????,Stalk and stem vegetable,Cyhalothrin,0.3
????,Stalk and stem vegetable,Acetamiprid,1
????,Stalk and stem vegetable,Azoxystrobin,3
????,Stalk and stem vegetable,Acrinathrin,1
????,Stalk and stem vegetable,Ethaboxam,7
????,Stalk and stem vegetable,Kresoxim-methyl,2
????,Stalk and stem vegetable,Chlorfenapyr,3
????,Stalk and stem vegetable,Chlorfluazuron,2
????,Stalk and stem vegetable,Clothianidin,1
????,Stalk and stem vegetable,Fenarimol,1
????,Stalk and stem vegetable,Fludioxonil,5
????,Stalk and stem vegetable,Flutolanil,10
????,Stalk and stem vegetable,Flufenoxuron,2
????,Stalk and stem vegetable,Pyridaryl(Pyridalyl),7
??,Strawberry,Glufosinate(ammonium),0.05
??,Strawberry,Napropamide,0.05
??,Strawberry,Novaluron,1
??,Strawberry,Nitrapyrin,0.2
??,Strawberry,Dodine,5
??,Strawberry,Dinotefuran,2
??,Strawberry,Dimethomorph,2
??,Strawberry,Dimethoate,1
??,Strawberry,Diethofencarb,5
??,Strawberry,Dicofol,1
??,Strawberry,Dicloran,10
??,Strawberry,Dichlofluanid,10
??,Strawberry,Dithianon,0.05
??,Strawberry,Difenoconazole,0.5
??,Strawberry,Diflubenzuron,2
??,Strawberry,Lepimectin,0.3
??,Strawberry,Lufenuron,0.5
??,Strawberry,Myclobutanil,1
??,Strawberry,Mandipropamid,0.1
??,Strawberry,Malathion,0.5
??,Strawberry,Maleic hydrazide,40
??,Strawberry,Mevinphos,1
??,Strawberry,Metaflumizone,2
??,Strawberry,Metalaxyl,0.2
??,Strawberry,Methoxychlor,14
??,Strawberry,Methoxyfenozide,0.7
??,Strawberry,Metrafenone,5
??,Strawberry,Metconazole,1
??,Strawberry,Mepanipyrim,3
??,Strawberry,Meptyldinocap,1
??,Strawberry,Milbemectin,0.2
??,Strawberry,Benomyl,2
??,Strawberry,Benthiavalicarb-isopropyl,0.3
??,Strawberry,Benfuracarb,0.1
??,Strawberry,Boscalid,5
??,Strawberry,Bromopropylate,5
??,Strawberry,Bistrifluron,0.5
??,Strawberry,Bitertanol,1
??,Strawberry,Bifenazate,1
??,Strawberry,Bifenthrin,0.5
??,Strawberry,Vinclozolin,10
??,Strawberry,Cymoxanil,0.5
??,Strawberry,Cymoxanil,0.5
??,Strawberry,Cyantraniliprole,0.7
??,Strawberry,Cyenopyrafen,1
??,Strawberry,Cypermethrin,0.5
??,Strawberry,Cyprodinil,1
??,Strawberry,Cyflumetofen,1
??,Strawberry,Cyflufenamid,0.5
??,Strawberry,Cyhalothrin,0.1
??,Strawberry,Cyhexatin,0.5
??,Strawberry,Sulfoxaflor,0.5
??,Strawberry,Sethoxydim,0.05
??,Strawberry,Spinetoram,0.2
??,Strawberry,Spinosad,1
??,Strawberry,Spirodiclofen,2
??,Strawberry,Spiromesifen,1
??,Strawberry,Spirotetramat,3
??,Strawberry,Simazine,0.25
??,Strawberry,Simeconazole,0.3
??,Strawberry,Ametoctradin,0.05
??,Strawberry,Amisulbrom,2
??,Strawberry,Abamectin,0.1
??,Strawberry,Acequinocyl,1
??,Strawberry,Acetamiprid,1
??,Strawberry,Isopyrazam,0.5
??,Strawberry,Azocyclotin,0.5
??,Strawberry,Azoxystrobin,1
??,Strawberry,Azinphos-methyl,0.3
??,Strawberry,Acrinathrin,1
??,Strawberry,Alachlor,0.05
??,Strawberry,Emamectin benzoate,0.05
??,Strawberry,Etofenprox,1
??,Strawberry,Ethoprophos(Ethoprop),0.02
??,Strawberry,Etoxazole,0.5
??,Strawberry,Etridiazole,0.05
??,Strawberry,Ethiofencarb,5
??,Strawberry,"Endosulfan : Sum of £\,£]-endosulfan and endosulfan sulfate",0.2
??,Strawberry,Omethoate,0.01
??,Strawberry,Oxamyl,2
??,Strawberry,Oxolinic acid,5
??,Strawberry,Imazalil,2
??,Strawberry,Iminoctadine,1
??,Strawberry,Imidacloprid,0.3
??,Strawberry,Imicyafos,0.05
??,Strawberry,"2,4-D",0.05
??,Strawberry,Iprodione,10
??,Strawberry,Indoxacarb,1
??,Strawberry,Carbendazim,2
??,Strawberry,Carbosulfan,0.1
??,Strawberry,Carbofuran,0.1
??,Strawberry,Captan,5
??,Strawberry,Quizalofop-ethyl,0.05
??,Strawberry,Kresoxim-methyl,1
??,Strawberry,Clethodim,0.1
??,Strawberry,Chlorantraniliprole,1
??,Strawberry,Chlorothalonil,1
??,Strawberry,Chlorfenapyr,0.5
??,Strawberry,Chlorpropham,0.05
??,Strawberry,Chlorfluazuron,0.3
??,Strawberry,Clothianidin,0.5
??,Strawberry,Clofentezine,2
??,Strawberry,Tebuconazole,0.5
??,Strawberry,Tebufenpyrad,0.5
??,Strawberry,Tetradifon,2
??,Strawberry,Tetraconazole,1
??,Strawberry,Teflubenzuron,1
??,Strawberry,Tefluthrin,0.05
??,Strawberry,Tolylfluanid,3
??,Strawberry,Tolclofos-methyl,0.2
??,Strawberry,Triazophos,0.05
??,Strawberry,Triforine,2
??,Strawberry,Trifloxystrobin,0.7
??,Strawberry,Triflumizole,2
??,Strawberry,Thiamethoxam,1
??,Strawberry,Thiabendazole,3
??,Strawberry,Thiacloprid,2
??,Strawberry,Thiophanate-methyl,2
??,Strawberry,Thifluzamide,0.5
??,Strawberry,Parathion,0.3
??,Strawberry,Parathion-Methyl,0.2
??,Strawberry,Permethrin(Permetrin),1
??,Strawberry,Fenarimol,1
??,Strawberry,Fenamiphos,0.2
??,Strawberry,Fenazaquin,0.7
??,Strawberry,Pendimethalin,0.05
??,Strawberry,Fenvalerate,1
??,Strawberry,Fenbuconazole,0.5
??,Strawberry,Fenbutatin oxide,3
??,Strawberry,Pencycuron,2
??,Strawberry,Penthiopyrad,1
??,Strawberry,Fenthion : MPP,0.2
??,Strawberry,Fenpropathrin,0.5
??,Strawberry,Fenpyrazamine,2
??,Strawberry,Fenpyroximate,0.5
??,Strawberry,Fenhexamid,2
??,Strawberry,Fosthiazate,0.05
??,Strawberry,Phosphamidone,0.2
??,Strawberry,Folpet,5
??,Strawberry,Furathiocarb,0.1
??,Strawberry,Procymidone,10
??,Strawberry,Prochloraz,0.5
??,Strawberry,Propamocarb,0.1
??,Strawberry,Propargite,7
??,Strawberry,Flonicamid,1
??,Strawberry,Fludioxonil,2
??,Strawberry,Flubendiamide,1
??,Strawberry,Flusilazole,0.5
??,Strawberry,Fluazinam,5
??,Strawberry,Fluazifop-butyl,0.2
??,Strawberry,Fluopyram,3
??,Strawberry,Fluquinconazole,0.5
??,Strawberry,Flutolanil,5
??,Strawberry,Flutianil,0.3
??,Strawberry,Flufenoxuron,0.3
??,Strawberry,Fluxapyroxad,2
??,Strawberry,Pyraclostrobin,1
??,Strawberry,Pyrethrins,1
??,Strawberry,Pyridaben,1
??,Strawberry,Pyridaryl(Pyridalyl),2
??,Strawberry,Pyrimethanil,2
??,Strawberry,Pirimicarb,0.5
??,Strawberry,Pirimiphos-methyl,1
??,Strawberry,Pyribencarb,0.5
??,Strawberry,Pyriofenone,2
??,Strawberry,Picoxystrobin,2
??,Strawberry,Hexaconazole,0.3
??,Strawberry,Hexythiazox,1
???,Sugar beet,Fluxapyroxad,0.1
????,Sugar cane,Saflufenacil,0.03
????,Sugar cane,Fluxapyroxad,3
?????,Sunflower seed,Diquat,0.5
?????,Sunflower seed,Dimethipin,0.5
?????,Sunflower seed,Dichlofluanid,15
?????,Sunflower seed,Malathion,2
?????,Sunflower seed,Maleic hydrazide,40
?????,Sunflower seed,Metalaxyl,0.05
?????,Sunflower seed,Benfuracarb,0.1
?????,Sunflower seed,Cyantraniliprole,0.5
?????,Sunflower seed,Cypermethrin,0.2
?????,Sunflower seed,Cyhalothrin,0.5
?????,Sunflower seed,Saflufenacil,0.7
?????,Sunflower seed,Sethoxydim,7
?????,Sunflower seed,Acetamiprid,0.01
?????,Sunflower seed,Azinphos-methyl,0.2
?????,Sunflower seed,Ethalfluralin,0.05
?????,Sunflower seed,Ethiofencarb,5
?????,Sunflower seed,Oxamyl,0.5
?????,Sunflower seed,Carbaryl : NAC,0.5
?????,Sunflower seed,Carbosulfan,0.1
?????,Sunflower seed,Carbofuran,0.1
?????,Sunflower seed,Chlorantraniliprole,2
?????,Sunflower seed,Chlorpropham,0.05
?????,Sunflower seed,Clofentezine,1
?????,Sunflower seed,Trifluralin,0.05
?????,Sunflower seed,Parathion,0.05
?????,Sunflower seed,Parathion-Methyl,0.2
?????,Sunflower seed,Paraquat,2
?????,Sunflower seed,Permethrin(Permetrin),1
?????,Sunflower seed,Pendimethalin,0.1
?????,Sunflower seed,Fenvalerate,0.1
?????,Sunflower seed,Fenbutatin oxide,2
?????,Sunflower seed,Furathiocarb,0.1
?????,Sunflower seed,Procymidone,2
?????,Sunflower seed,Fluxapyroxad,0.2
?????,Sunflower seed,Pyrethrins,1
?????,Sunflower seed,Pirimicarb,1
??,Sweet pepper,Nabam,7
??,Sweet pepper,Novaluron,0.7
??,Sweet pepper,Diazinon,0.05
??,Sweet pepper,Deltamethrin,0.2
??,Sweet pepper,Dinotefuran,2
??,Sweet pepper,Dimethenamid,0.05
??,Sweet pepper,Dimethomorph,5
??,Sweet pepper,Dimethoate,1
??,Sweet pepper,Dimethyl dithiocarbamates,7
??,Sweet pepper,Diethofencarb,5
??,Sweet pepper,Dicofol,1
??,Sweet pepper,Dichlorvos : DDVP,0.05
??,Sweet pepper,Dichlofluanid,2
??,Sweet pepper,Dithianon,2
??,Sweet pepper,Dithiocarbamates,7
??,Sweet pepper,Difenoconazole,1
??,Sweet pepper,Diflubenzuron,2
??,Sweet pepper,Lufenuron,0.5
??,Sweet pepper,maneb,7
??,Sweet pepper,Myclobutanil,1
??,Sweet pepper,Mandipropamid,5
??,Sweet pepper,Mancozeb,7
??,Sweet pepper,Malathion,0.1
??,Sweet pepper,Maleic hydrazide,25
??,Sweet pepper,Methamidophos,2
??,Sweet pepper,Metaflumizone,1
??,Sweet pepper,Metalaxyl,1
??,Sweet pepper,Methomyl,5
??,Sweet pepper,Methoxychlor,14
??,Sweet pepper,Methoxyfenozide,1
??,Sweet pepper,Metolachlor,0.05
??,Sweet pepper,Metrafenone,2
??,Sweet pepper,Metribuzin,0.5
??,Sweet pepper,Metconazole,1
??,Sweet pepper,Metiram,7
??,Sweet pepper,Valifenalate,2
??,Sweet pepper,Benalaxyl,0.05
??,Sweet pepper,Benomyl,5
??,Sweet pepper,Bensultap,0.5
??,Sweet pepper,Bentazone,0.2
??,Sweet pepper,benthiavalicarb-isopropyl,2
??,Sweet pepper,Benthiavalicarb-isopropyl,2
??,Sweet pepper,Benfuracarb,0.5
??,Sweet pepper,Boscalid,3
??,Sweet pepper,Buprofezin,1
??,Sweet pepper,Bistrifluron,2
??,Sweet pepper,Bifenazate,2
??,Sweet pepper,Bifenthrin,1
??,Sweet pepper,Vinclozolin,3
??,Sweet pepper,Cymoxanil,0.1
??,Sweet pepper,Cymoxanil,0.1
??,Sweet pepper,Cyazofamid,2
??,Sweet pepper,Cyantraniliprole,1
??,Sweet pepper,Cyenopyrafen,1
??,Sweet pepper,Cyclaniliprole,1
??,Sweet pepper,Cypermethrin,0.5
??,Sweet pepper,Cyflumetofen,1
??,Sweet pepper,Cyfluthrin,0.5
??,Sweet pepper,Cyhalothrin,0.5
??,Sweet pepper,Cyhexatin,0.5
??,Sweet pepper,Sulfoxaflor,0.5
??,Sweet pepper,Sethoxydim,0.05
??,Sweet pepper,Spinetoram,0.5
??,Sweet pepper,Spinosad,0.5
??,Sweet pepper,Spirodiclofen,5
??,Sweet pepper,Spiromesifen,3
??,Sweet pepper,Spirotetramat,2
??,Sweet pepper,Simeconazole,2
??,Sweet pepper,Hydrogen cyanide,5
??,Sweet pepper,Amisulbrom,1
??,Sweet pepper,Amitraz,1
??,Sweet pepper,Abamectin,0.2
??,Sweet pepper,Acetamiprid,5
??,Sweet pepper,Acephate,3
??,Sweet pepper,Acibenzolar-S-methyl,1
??,Sweet pepper,Isopyrazam,2
??,Sweet pepper,Azocyclotin,0.5
??,Sweet pepper,Azoxystrobin,2
??,Sweet pepper,Acrinathrin,1
??,Sweet pepper,Alachlor,0.2
??,Sweet pepper,Emamectin benzoate,0.2
??,Sweet pepper,Ethaboxam,1
??,Sweet pepper,Etofenprox,2
??,Sweet pepper,Ethoprophos(Ethoprop),0.02
??,Sweet pepper,Etoxazole,0.3
??,Sweet pepper,Etridiazole,0.05
??,Sweet pepper,Ethiofencarb,5
??,Sweet pepper,Oxadixyl,2
??,Sweet pepper,Oxamyl,2
??,Sweet pepper,Oxathiapiprolin,0.7
??,Sweet pepper,Oxolinic acid,3
??,Sweet pepper,Imazalil,0.5
??,Sweet pepper,Iminoctadine,1
??,Sweet pepper,Imidacloprid,1
??,Sweet pepper,Imicyafos,0.1
??,Sweet pepper,Iprodione,5
??,Sweet pepper,Indoxacarb,1
??,Sweet pepper,Zoxamide,0.3
??,Sweet pepper,Zineb,7
??,Sweet pepper,Ziram,7
??,Sweet pepper,Cadusafos,0.05
??,Sweet pepper,Carbendazim,5
??,Sweet pepper,Carbosulfan,0.5
??,Sweet pepper,Carbofuran,0.5
??,Sweet pepper,Cartap hydrochloride,0.5
??,Sweet pepper,Captan,10
??,Sweet pepper,Kresoxim-methyl,2
??,Sweet pepper,Chlorantraniliprole,1
??,Sweet pepper,Chlorothalonil,7
??,Sweet pepper,Chlorfenapyr,0.7
??,Sweet pepper,Chlorpropham,0.05
??,Sweet pepper,Chlorfluazuron,0.5
??,Sweet pepper,Chlorpyrifos,0.5
??,Sweet pepper,Clomazone,0.05
??,Sweet pepper,Clothianidin,2
??,Sweet pepper,Tebuconazole,3
??,Sweet pepper,Tebufenozide,1
??,Sweet pepper,Tebufenpyrad,0.5
??,Sweet pepper,Tetradifon,1
??,Sweet pepper,Tetraconazole,1
??,Sweet pepper,Tefluthrin,0.05
??,Sweet pepper,Tolylfluanid,2
??,Sweet pepper,Tralomethrin,0.2
??,Sweet pepper,Triadimefon,0.5
??,Sweet pepper,Trichlorfon(DEP),0.05
??,Sweet pepper,Triforine,2
??,Sweet pepper,Trifloxystrobin,2
??,Sweet pepper,Trifluralin,0.05
??,Sweet pepper,Triflumizole,1
??,Sweet pepper,Thiram,7
??,Sweet pepper,Thiamethoxam,1
??,Sweet pepper,Thiacloprid,1
??,Sweet pepper,Thiodicarb,5
??,Sweet pepper,Thiobencarb,0.2
??,Sweet pepper,Thiocyclam,0.5
??,Sweet pepper,Thiophanate-methyl,5
??,Sweet pepper,Parathion,0.3
??,Sweet pepper,Parathion-Methyl,1
??,Sweet pepper,Famoxadone,5
??,Sweet pepper,Permethrin(Permetrin),1
??,Sweet pepper,Ferbam,7
??,Sweet pepper,Fenarimol,0.5
??,Sweet pepper,Fenamidone,1
??,Sweet pepper,Pendimethalin,0.2
??,Sweet pepper,Fenvalerate,2
??,Sweet pepper,Fenbutatin oxide,1
??,Sweet pepper,Penthiopyrad,3
??,Sweet pepper,Fenpropathrin,1
??,Sweet pepper,Fenpyrazamine,3
??,Sweet pepper,Fenhexamid,3
??,Sweet pepper,Fosthiazate,0.05
??,Sweet pepper,Furathiocarb,0.5
??,Sweet pepper,Probenazole,0.07
??,Sweet pepper,Procymidone,5
??,Sweet pepper,Prochloraz,3
??,Sweet pepper,Propamocarb,1
??,Sweet pepper,Profenofos,2
??,Sweet pepper,Propineb,7
??,Sweet pepper,Flonicamid,2
??,Sweet pepper,Fludioxonil,3
??,Sweet pepper,Flubendiamide,1
??,Sweet pepper,Flusilazole,1
??,Sweet pepper,Fluazinam,3
??,Sweet pepper,Fluacrypyrim,3
??,Sweet pepper,Fluopyram,3
??,Sweet pepper,Fluopicolide,1
??,Sweet pepper,Fluquinconazole,2
??,Sweet pepper,Flutolanil,1
??,Sweet pepper,Flutianil,0.5
??,Sweet pepper,Flufenoxuron,1
??,Sweet pepper,Flupyradifurone,0.5
??,Sweet pepper,Fluxapyroxad,1
??,Sweet pepper,Pyraclostrobin,1
??,Sweet pepper,Pyraclofos,1
??,Sweet pepper,Pyrethrins,1
??,Sweet pepper,Pyridaben,3
??,Sweet pepper,Pyridaryl(Pyridalyl),2
??,Sweet pepper,Pirimicarb,1
??,Sweet pepper,Pirimiphos-methyl,1
??,Sweet pepper,Pyriproxyfen,0.7
??,Sweet pepper,Pyrifluquinazon,0.5
??,Sweet pepper,Pymetrozine,1
??,Sweet pepper,Picoxystrobin,1
??,Sweet pepper,Hymexazol,0.05
??,Sweet pepper,Hexaconazole,0.3
??,Sweet pepper,Hexythiazox,2
???,Sweet potato,Glufosinate(ammonium),0.05
???,Sweet potato,Dicloran,10
???,Sweet potato,Malathion,0.5
???,Sweet potato,Maleic hydrazide,35
???,Sweet potato,Methomyl,0.2
???,Sweet potato,Methoxychlor,7
???,Sweet potato,Methoxyfenozide,0.2
???,Sweet potato,Metribuzin,0.5
???,Sweet potato,Bifenthrin,0.05
???,Sweet potato,Cypermethrin,0.05
???,Sweet potato,Cyfluthrin,0.05
???,Sweet potato,Cyhalothrin,0.05
???,Sweet potato,Sethoxydim,4
???,Sweet potato,Azoxystrobin,0.05
???,Sweet potato,Azinphos-methyl,0.2
???,Sweet potato,Alachlor,0.2
???,Sweet potato,Etofenprox,0.2
???,Sweet potato,Ethoprophos(Ethoprop),0.02
???,Sweet potato,Ethiofencarb,1
???,Sweet potato,Ortho-PhenylPhenol,10
???,Sweet potato,Oxadixyl,0.1
???,Sweet potato,Oxamyl,0.1
???,Sweet potato,Imidacloprid,0.05
???,Sweet potato,Chlorpropham,0.05
???,Sweet potato,Clomazone,0.05
???,Sweet potato,Terbufos,0.05
???,Sweet potato,Tefluthrin,0.05
